City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Maragogi,BR,-9.0122,-35.2225,76.6,78,100,8.43,moderate rain
700,Nhulunbuy,AU,-12.2333,136.7667,88.41,66,100,11.5,overcast clouds
701,Hojai,IN,26.0,92.8667,66.94,72,41,2.24,scattered clouds
702,Evensk,RU,61.95,159.2333,19.62,57,57,13.02,broken clouds
703,Dibrugarh,IN,27.4833,94.9,60.85,94,100,0.0,overcast clouds
704,Padang,ID,-0.9492,100.3543,86.05,56,100,5.19,overcast clouds
705,Deputatskiy,RU,69.3,139.9,-19.3,97,100,4.74,overcast clouds
706,Sandwick,GB,60.0,-1.25,42.62,56,40,32.21,light rain
707,North Bend,US,43.4065,-124.2243,58.15,94,75,12.66,broken clouds
708,Porto Novo,BJ,6.4965,2.6036,71.42,61,0,4.72,clear sky
709,Beberibe,BR,-4.1797,-38.1306,78.13,80,74,12.93,broken clouds
710,Vertientes,CU,21.2594,-78.1464,70.29,85,91,7.96,overcast clouds
711,Birin,NP,26.8865,88.0718,58.12,42,45,5.35,scattered clouds
712,Omboue,GA,-1.5746,9.2618,77.36,83,100,2.24,overcast clouds
713,San,ML,13.3034,-4.8956,65.48,26,0,8.79,clear sky
714,Paita,PE,-5.0892,-81.1144,69.22,83,100,5.82,overcast clouds
715,Jimenez,MX,28.3333,-105.4,47.1,29,96,2.75,overcast clouds
716,Tiznit,MA,29.5833,-9.5,56.95,31,17,20.76,few clouds
717,Aranos,NA,-24.1333,19.1167,70.56,22,12,8.61,few clouds
718,Yulara,AU,-25.2406,130.9889,94.05,34,89,17.65,overcast clouds
719,Kushima,JP,31.4583,131.2333,53.74,37,3,4.83,clear sky
720,Esna,EG,25.2934,32.554,51.82,67,0,8.39,clear sky
